date,wave_height,wave_period,sea_surface_temperature,latitude,longitude,wind_speed_10m,temperature_2m,surf_score
2026-02-08 00:00:00+00:00,0.98,6.4,0.5,41.6354,-70.2911,34.875435,-5.2545004,1.0623069479714788
2026-02-08 01:00:00+00:00,1.0,6.25,0.5,41.6354,-70.2911,32.886345,-7.9545,0.9562159097751509
2026-02-08 02:00:00+00:00,1.04,6.05,0.5,41.6354,-70.2911,38.268524,-8.6045,0.9412230786776333
2026-02-08 03:00:00+00:00,1.06,5.9,0.5,41.6354,-70.2911,39.134167,-8.9545,0.9769400424846618
2026-02-08 04:00:00+00:00,1.06,5.8,0.45,41.6354,-70.2911,36.367126,-9.804501,1.0625803325170178
2026-02-08 05:00:00+00:00,1.04,5.75,0.45,41.6354,-70.2911,35.87197,-8.6545,1.1097194220084448
2026-02-08 06:00:00+00:00,1.04,5.75,0.45,41.6354,-70.2911,33.3559,-8.554501,1.0796460270886379
2026-02-08 07:00:00+00:00,1.0,5.75,0.45,41.6354,-70.2911,31.470673,-8.3545,1.0133904315391713
2026-02-08 08:00:00+00:00,0.98,5.75,0.4,41.6354,-70.2911,30.599998,-8.6045,0.8300804818479302
2026-02-08 09:00:00+00:00,0.94,5.8,0.4,41.6354,-70.2911,28.296091,-8.554501,0.9479799699975597
2026-02-08 10:00:00+00:00,0.9,5.9,0.35,41.6354,-70.2911,26.785547,-8.7045,1.1766366463388516
2026-02-08 11:00:00+00:00,0.88,6.0,0.35,41.6354,-70.2911,25.35637,-8.6545,1.1670299646822166
2026-02-08 12:00:00+00:00,0.84,6.15,0.35,41.6354,-70.2911,24.458813,-8.8545,1.210925360279789
2026-02-08 13:00:00+00:00,0.8,6.35,0.35,41.6354,-70.2911,24.703974,-8.4545,1.1140325515406844
2026-02-08 14:00:00+00:00,0.78,6.55,0.35,41.6354,-70.2911,23.740902,-8.3545,1.193741794959194
2026-02-08 15:00:00+00:00,0.74,6.75,0.4,41.6354,-70.2911,24.122686,-8.3545,1.1549345546974854
2026-02-08 16:00:00+00:00,0.74,6.85,0.4,41.6354,-70.2911,23.565569,-8.2545,0.9205223130770264
2026-02-08 17:00:00+00:00,0.72,6.9,0.45,41.6354,-70.2911,22.022799,-7.6670003,0.9875017689578979
2026-02-08 18:00:00+00:00,0.72,6.95,0.45,41.6354,-70.2911,20.442486,-7.6045,1.1159335263491865
2026-02-08 19:00:00+00:00,0.7,7.05,0.45,41.6354,-70.2911,18.64543,-7.467,1.040999320751617
2026-02-08 20:00:00+00:00,0.68,7.2,0.45,41.6354,-70.2911,16.418526,-7.4545,0.9601862968030762
2026-02-08 21:00:00+00:00,0.66,7.25,0.45,41.6354,-70.2911,16.179987,-7.6545,0.9063198144802348
2026-02-08 22:00:00+00:00,0.66,7.15,0.45,41.6354,-70.2911,13.661038,-8.304501,1.0395527049412783
2026-02-08 23:00:00+00:00,0.68,7.0,0.45,41.6354,-70.2911,14.84318,-9.6545,1.0559709883925237
2026-02-09 00:00:00+00:00,0.68,6.85,0.45,41.6354,-70.2911,14.561099,-10.4545,1.0690314143410922
2026-02-09 01:00:00+00:00,0.68,6.8,0.45,41.6354,-70.2911,15.546833,-11.1045,0.9908389316154143
2026-02-09 02:00:00+00:00,0.68,6.85,0.45,41.6354,-70.2911,16.215992,-11.4545,1.0042105637378205
2026-02-09 03:00:00+00:00,0.68,6.9,0.4,41.6354,-70.2911,16.263872,-12.2045,0.9885584328934889
2026-02-09 04:00:00+00:00,0.68,7.0,0.4,41.6354,-70.2911,16.520823,-11.2045,0.9572705096418537
2026-02-09 05:00:00+00:00,0.66,7.15,0.35,41.6354,-70.2911,17.447933,-10.2045,0.9088612448095228
2026-02-09 06:00:00+00:00,0.66,7.3,0.35,41.6354,-70.2911,19.008547,-10.2045,1.1120429547049313
2026-02-09 07:00:00+00:00,0.66,7.4,0.3,41.6354,-70.2911,18.58451,-10.7545,1.0430999131723149
2026-02-09 08:00:00+00:00,0.66,7.45,0.3,41.6354,-70.2911,16.394829,-11.6045,0.8665574308640598
2026-02-09 09:00:00+00:00,0.66,7.5,0.25,41.6354,-70.2911,14.408997,-12.4545,0.9750263057045656
2026-02-09 10:00:00+00:00,0.64,7.45,0.25,41.6354,-70.2911,14.241629,-13.2045,1.048055162910152
2026-02-09 11:00:00+00:00,0.64,7.35,0.2,41.6354,-70.2911,12.864649,-13.804501,1.0717050544253655
2026-02-09 12:00:00+00:00,0.62,7.3,0.2,41.6354,-70.2911,14.007655,-13.7045,0.8014282690880824
2026-02-09 13:00:00+00:00,0.6,7.25,0.2,41.6354,-70.2911,15.7908325,-12.2045,0.6344525499862336
2026-02-09 14:00:00+00:00,0.58,7.25,0.25,41.6354,-70.2911,16.09969,-10.6045,0.9227844447147358
2026-02-09 15:00:00+00:00,0.56,7.25,0.3,41.6354,-70.2911,18.079027,-8.7045,0.9030934461019399
2026-02-09 16:00:00+00:00,0.54,7.35,0.35,41.6354,-70.2911,19.020725,-6.996875,0.8771918990932807
2026-02-09 17:00:00+00:00,0.5,7.5,0.35,41.6354,-70.2911,18.314432,-5.56425,0.8469727235595322
2026-02-09 18:00:00+00:00,0.48,7.55,0.4,41.6354,-70.2911,17.540058,-4.031625,1.040627473088462
2026-02-09 19:00:00+00:00,0.48,7.5,0.4,41.6354,-70.2911,19.602652,-2.724,1.1076025289577627
2026-02-09 20:00:00+00:00,0.46,7.35,0.4,41.6354,-70.2911,19.862083,-2.424,1.5661888630071832
2026-02-09 21:00:00+00:00,0.46,7.2,0.4,41.6354,-70.2911,21.252197,-3.124,1.6319014345842011
2026-02-09 22:00:00+00:00,0.46,6.95,0.4,41.6354,-70.2911,21.817902,-3.874,1.6201124726749707
2026-02-09 23:00:00+00:00,0.48,6.65,0.4,41.6354,-70.2911,19.296135,-4.124,1.561093749173241
2026-02-10 00:00:00+00:00,0.48,6.4,0.4,41.6354,-70.2911,18.59845,-4.324,1.3005212676094742
2026-02-10 01:00:00+00:00,0.46,6.3,0.4,41.6354,-70.2911,17.31746,-4.974,1.1711933795508105
2026-02-10 02:00:00+00:00,0.46,6.3,0.35,41.6354,-70.2911,16.323528,-5.474,1.1744874336865232
2026-02-10 03:00:00+00:00,0.44,6.3,0.35,41.6354,-70.2911,15.530151,-5.724,1.1618898642916733
2026-02-10 04:00:00+00:00,0.42,6.3,0.3,41.6354,-70.2911,15.192682,-6.224,1.0506044416555833
2026-02-10 05:00:00+00:00,0.42,6.35,0.25,41.6354,-70.2911,14.386494,-6.924,0.9588765512260062
2026-02-10 06:00:00+00:00,0.4,6.4,0.25,41.6354,-70.2911,15.459054,-7.524,0.9596581211840691
2026-02-10 07:00:00+00:00,0.38,6.5,0.25,41.6354,-70.2911,14.88242,-8.124,0.9409614447869125
2026-02-10 08:00:00+00:00,0.38,6.65,0.2,41.6354,-70.2911,14.982228,-8.274,0.9172463398621888
2026-02-10 09:00:00+00:00,0.36,6.85,0.2,41.6354,-70.2911,10.97262,-8.374,0.7038391771201946
2026-02-10 10:00:00+00:00,0.34,7.05,0.2,41.6354,-70.2911,10.514218,-8.474,0.8671110385589798
2026-02-10 11:00:00+00:00,0.32,7.3,0.2,41.6354,-70.2911,10.009036,-8.724,0.6825095237955965
2026-02-10 12:00:00+00:00,0.3,7.5,0.2,41.6354,-70.2911,9.585739,-8.824,0.42602541364782887
2026-02-10 13:00:00+00:00,0.28,7.7,0.2,41.6354,-70.2911,8.854829,-7.324,0.5073076556508986
2026-02-10 14:00:00+00:00,0.28,7.9,0.25,41.6354,-70.2911,9.028754,-5.374,0.6263815594264854
2026-02-10 15:00:00+00:00,0.26,8.05,0.25,41.6354,-70.2911,5.8603754,-3.624,0.773126066633147
2026-02-10 16:00:00+00:00,0.26,8.15,0.3,41.6354,-70.2911,5.771239,-2.374,0.8891105711377997
2026-02-10 17:00:00+00:00,0.26,8.25,0.3,41.6354,-70.2911,7.4128532,-1.674,0.7822478175152393
2026-02-10 18:00:00+00:00,0.26,8.25,0.3,41.6354,-70.2911,9.1641035,-1.624,0.746374434916393
2026-02-10 19:00:00+00:00,0.26,8.25,0.3,41.6354,-70.2911,12.682018,-2.524,0.6204075754706723
2026-02-10 20:00:00+00:00,0.24,8.2,0.3,41.6354,-70.2911,11.384199,-2.674,0.5182909264512946
2026-02-10 21:00:00+00:00,0.24,7.95,0.25,41.6354,-70.2911,14.84318,-1.624,0.6424423151771143
2026-02-10 22:00:00+00:00,0.26,7.2,0.25,41.6354,-70.2911,17.58481,-1.074,1.0844956845859541
2026-02-10 23:00:00+00:00,0.28,6.25,0.2,41.6354,-70.2911,14.386494,-0.824,0.9556150585893022
2026-02-11 00:00:00+00:00,0.3,5.55,0.2,41.6354,-70.2911,14.081478,-1.2739999,0.8434048969268447
2026-02-11 01:00:00+00:00,0.3,5.3,0.2,41.6354,-70.2911,18.844202,-1.074,0.9351218323730238
2026-02-11 02:00:00+00:00,0.28,5.3,0.2,41.6354,-70.2911,18.888851,-0.524,0.9584611114060042
2026-02-11 03:00:00+00:00,0.28,5.35,0.15,41.6354,-70.2911,19.242327,-0.174,0.8328060785938914
2026-02-11 04:00:00+00:00,0.28,5.4,0.15,41.6354,-70.2911,18.532135,-0.024,0.7363879251541113
2026-02-11 05:00:00+00:00,0.26,5.5,0.15,41.6354,-70.2911,20.592503,0.076000005,0.4208746415979327
2026-02-11 06:00:00+00:00,0.26,5.6,0.15,41.6354,-70.2911,20.620804,0.47599998,0.5770841340462158
2026-02-11 07:00:00+00:00,0.24,5.75,0.15,41.6354,-70.2911,18.947083,1.276,0.6395052991594723
2026-02-11 08:00:00+00:00,0.24,5.95,0.15,41.6354,-70.2911,13.722565,1.576,0.4302955743589633
2026-02-11 09:00:00+00:00,0.22,6.0,0.15,41.6354,-70.2911,13.324863,1.376,0.6800484321250193
2026-02-11 10:00:00+00:00,0.24,5.85,0.15,41.6354,-70.2911,15.137133,1.2260001,0.6663015959801841
2026-02-11 11:00:00+00:00,0.24,5.55,0.15,41.6354,-70.2911,13.797913,0.976,0.7529956668926912
2026-02-11 12:00:00+00:00,0.26,5.3,0.15,41.6354,-70.2911,14.003029,0.676,0.8638353528678523
2026-02-11 13:00:00+00:00,0.28,5.2,0.2,41.6354,-70.2911,17.477621,0.62600005,0.6957399140584268
